InicioPeriodo,FimPeriodo,codigoSegmento,Segmento,codigoModalidade,Modalidade,Posicao,InstituicaoFinanceira,cnpj8,TaxaJurosAoMes,TaxaJurosAoAno
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,26,BCO BRADESCO FINANC. S.A.,07207996,2.7,37.72
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,27,ASA SCFI S.A.,48703388,2.81,39.44
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,28,AL5 S.A. SCFI,27214112,2.9,40.96
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,29,CAIXA ECONOMICA FEDERAL,00360305,3.05,43.4
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,30,BCO DO EST. DE SE S.A.,13009717,3.09,44.12
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,31,BANCO BTG PACTUAL S.A.,30306294,3.13,44.75
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,32,BCO SANTANDER (BRASIL) S.A.,90400888,3.21,46.15
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,33,BANCO BARI S.A.,00556603,3.3,47.66
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,34,BCO XP S.A.,33264668,3.33,48.23
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,35,OMNI SA CFI,92228410,3.74,55.3
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,36,BCO DO BRASIL S.A.,00000000,3.83,56.99
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,37,BCO DO ESTADO DO RS S.A.,92702067,3.9,58.2
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,38,ITAÚ UNIBANCO S.A.,60701190,3.99,59.87
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,39,PORTOSEG S.A. CFI,04862600,4.35,66.67
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,40,BCO DO NORDESTE DO BRASIL S.A.,07237373,4.58,71.14
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,41,BCO BANESTES S.A.,28127603,4.73,74.1
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,42,BRB - BCO DE BRASILIA S.A.,00000208,5.02,80.02
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,43,FINAMAX S.A. CFI,00411939,5.48,89.61
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,44,BCO BRADESCO S.A.,60746948,5.68,94.11
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,45,NU FINANCEIRA S.A. CFI,30680829,6.25,106.91
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,46,BCO RENDIMENTO S.A.,68900810,6.33,108.92
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,47,BCO DO EST. DO PA S.A.,04913711,6.53,113.61
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,48,BANCO DIGIO,27098060,6.65,116.59
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,49,KREDILIG S.A. - CFI,06040559,7.5,138.12
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,50,NEON FINANCEIRA - SCFI S.A.,11285104,7.61,141.0
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,51,BCO AGIBANK S.A.,10664513,7.88,148.57
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,52,BECKER FINANCEIRA SA - CFI,20443996,8.19,157.05
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,53,PICPAY BANK - BANCO MÚLTIPLO S.A,09516419,8.7,171.98
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,54,GAZINCRED S.A. SCFI,11760553,8.74,173.22
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,55,BANCO PAN,59285411,8.82,175.76
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,56,MERCADO CRÉDITO SCFI S.A.,37679449,8.96,179.95
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,57,99PAY SCFI,59379565,8.96,180.13
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,58,AGORACRED S/A SCFI,36321990,9.9,210.28
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,59,BCO AFINZ S.A. - BM,04814563,9.93,211.47
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,60,LEBES FINANCEIRA S.A. - CFI,11271860,10.68,237.76
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,61,CALCRED S.A.,37122487,10.84,243.88
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,62,GRAZZIOTIN FINANCEIRA S/A,06339468,11.06,251.95
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,63,CENTROCRED S.A. CFI,26225776,11.65,275.27
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,64,PEFISA S.A. - C.F.I.,43180355,11.9,285.51
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,65,BCO MERCANTIL DO BRASIL S.A.,17184037,12.04,291.41
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,66,CLOUDWALK FINANCEIRA S.A. CFI,05503849,12.27,300.88
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,67,CREFISA S.A. CFI,60779196,12.41,306.99
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,68,BCO SENFF S.A.,11970623,12.41,307.24
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,69,CREDIARE CFI S.A.,05676026,12.45,308.62
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,70,MIDWAY S.A. - SCFI,09464032,12.68,319.03
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,71,ZEMA CFI S/A,05351887,12.75,321.87
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,72,BANCO SEMEAR,00795423,12.95,331.15
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,73,NEGRESCO S.A. - CFI,04379829,13.52,357.76
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,74,BCO ARBI S.A.,54403563,13.67,365.52
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,75,GOLCRED S/A - CFI,07631026,13.8,371.79
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,76,HS FINANCEIRA,07512441,14.04,383.77
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,77,FACTA S.A. CFI,15581638,14.54,410.13
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,78,VIA CERTA FINANCIADORA S.A. - CFI,05192316,14.57,411.49
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,79,REALIZE SCFI S.A.,27351731,14.92,430.55
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,80,BCO BMG S.A.,61186680,15.06,438.55
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,81,JBCRED S.A. SCFI,04230630,15.56,467.12
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,82,VALOR S/A SCFI,07799277,15.71,476.25
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,83,BCO DAYCOVAL S.A,62232889,17.01,558.77
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Crédito pessoal não consignado - Prefixado,84,COBUCCIO S.A. SCFI,36947229,17.13,567.15
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Desconto de cheques - Prefixado,1,BCO BRADESCO S.A.,60746948,3.42,49.76
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Desconto de cheques - Prefixado,2,BCO DO BRASIL S.A.,00000000,4.8,75.61
2026-08-11,2026-08-17,,PESSOA FÍSICA,,Desconto de cheques - Prefixado,3,BCO BANESTES S.A.,28127603,6.4,110.49
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,1,BCO XP S.A.,33264668,0.0,0.0
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,2,BCO MUFG BRASIL S.A.,60498557,0.19,2.34
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,3,BCO DO BRASIL S.A.,00000000,0.38,4.59
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,4,BCO SUMITOMO MITSUI BRASIL S.A.,60518222,0.38,4.67
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,5,BCO CITIBANK S.A.,33479023,0.39,4.82
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,6,BBVA BRASIL BI S.A.,45283173,0.4,4.9
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,7,ITAÚ UNIBANCO S.A.,60701190,0.42,5.15
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,8,BCO RABOBANK INTL BRASIL S.A.,01023570,0.43,5.28
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,9,BCO ABC BRASIL S.A.,28195667,0.44,5.36
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,10,BCO BRADESCO S.A.,60746948,0.44,5.37
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,11,BCO HSBC S.A.,53518684,0.46,5.66
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,12,BCO SANTANDER (BRASIL) S.A.,90400888,0.49,6.08
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,13,BCO VOTORANTIM S.A.,59588111,0.51,6.29
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,14,BCO DO ESTADO DO RS S.A.,92702067,0.51,6.33
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,15,BOC BRASIL,07450604,0.52,6.48
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,16,BCO BS2 S.A.,71027866,0.53,6.55
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,17,BCO CAIXA GERAL BRASIL S.A.,33466988,0.55,6.8
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,18,BANCO COOPERATIVO SICREDI,01181521,0.55,6.8
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,19,BANCO SICOOB S.A.,02038232,0.56,6.93
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,20,BCO BMG S.A.,61186680,0.56,6.95
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,21,BCO SAFRA S.A.,58160789,0.57,7.1
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,22,CAIXA ECONOMICA FEDERAL,00360305,0.58,7.13
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,23,BCO DO NORDESTE DO BRASIL S.A.,07237373,0.59,7.27
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,24,BCO SOFISA S.A.,60889128,0.61,7.59
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,25,OURIBANK S.A.,78632767,0.62,7.67
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,26,BCO DA AMAZONIA S.A.,04902979,0.63,7.85
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,27,BCO INDUSTRIAL DO BRASIL S.A.,31895683,0.68,8.43
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,28,BCO BNP PARIBAS BRASIL S A,01522368,0.69,8.55
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,29,BANCO INTER,00416968,0.73,9.1
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,30,BCO DAYCOVAL S.A,62232889,0.74,9.29
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,31,BCO C6 S.A.,31872495,0.75,9.35
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,32,BCO RENDIMENTO S.A.,68900810,0.87,10.9
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,33,BCO FIBRA S.A.,58616418,0.87,11.0
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,34,BCO LA PROVINCIA B AIRES BCE,44189447,0.91,11.5
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Adiantamento sobre contratos de câmbio (ACC) - Pós-fixado referenciado em moeda estrangeira,35,BANCO TRAVELEX S.A.,11703662,1.12,14.28
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,1,BCO FIBRA S.A.,58616418,0.09,1.09
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,2,BCO VOTORANTIM S.A.,59588111,1.04,13.18
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,3,ITAÚ UNIBANCO S.A.,60701190,1.05,13.37
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,4,PORTOSEG S.A. CFI,04862600,1.08,13.72
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,5,BCO BS2 S.A.,71027866,1.08,13.77
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,6,BCO HSBC S.A.,53518684,1.1,14.07
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,7,NU FINANCEIRA S.A. CFI,30680829,1.14,14.53
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,8,BANCO BTG PACTUAL S.A.,30306294,1.16,14.88
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,9,BCO SAFRA S.A.,58160789,1.18,15.06
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,10,SINOSSERRA S/A - SCFI,22639377,1.24,15.94
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,11,BANCO BRADESCARD,04184779,1.26,16.21
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,12,BCO SANTANDER (BRASIL) S.A.,90400888,1.34,17.36
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,13,BCO DO BRASIL S.A.,00000000,1.34,17.37
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,14,BCO C6 S.A.,31872495,1.38,17.89
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,15,BCO BRADESCO S.A.,60746948,1.43,18.64
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,16,BCO DA AMAZONIA S.A.,04902979,1.86,24.78
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Antecipação de faturas de cartão de crédito - Prefixado,17,BCO RIBEIRAO PRETO S.A.,00517645,2.36,32.33
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,1,STONE CFI S.A.,53505601,0.01,0.16
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,2,BCO DO NORDESTE DO BRASIL S.A.,07237373,0.42,5.19
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,3,BCO VOTORANTIM S.A.,59588111,1.2,15.43
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,4,BANCOSEGURO S.A.,10264663,1.67,22.04
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,5,BANCO RANDON S.A.,11476673,1.68,22.08
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,6,MULTIPLIKE FINANCEIRA S.A. SCFI,62448932,1.71,22.57
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,7,CORA SCFI,37880206,1.72,22.67
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,8,BCO ABC BRASIL S.A.,28195667,1.88,25.04
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,9,BANCO INBURSA,04866275,1.97,26.4
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,10,BCO ARBI S.A.,54403563,2.08,27.95
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,11,ITAÚ UNIBANCO S.A.,60701190,2.09,28.24
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,12,BCO SANTANDER (BRASIL) S.A.,90400888,2.1,28.27
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,13,OURIBANK S.A.,78632767,2.13,28.84
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,14,LEBES FINANCEIRA S.A. - CFI,11271860,2.16,29.27
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,15,PORTOSEG S.A. CFI,04862600,2.22,30.12
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,16,BCO RIBEIRAO PRETO S.A.,00517645,2.23,30.3
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,17,BANCO SEMEAR,00795423,2.26,30.73
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,18,BCO BS2 S.A.,71027866,2.3,31.3
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,19,BCO BRADESCO S.A.,60746948,2.33,31.82
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,20,BANCO TOPÁZIO S.A.,07679404,2.39,32.72
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,21,BCO INDUSCRED DE INVESTIM. S/A,33588252,2.49,34.4
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,22,OMNI BANCO S.A.,60850229,2.52,34.76
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,23,BCO RODOBENS S.A.,33603457,2.55,35.19
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,24,BCO GUANABARA S.A.,31880826,2.69,37.45
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,25,BCO DA AMAZONIA S.A.,04902979,2.93,41.37
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,26,BCO TRIANGULO S.A.,17351180,2.93,41.43
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,27,CAIXA ECONOMICA FEDERAL,00360305,2.94,41.57
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,28,BANCO INTER,00416968,3.02,42.96
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,29,BCO DO BRASIL S.A.,00000000,3.14,44.87
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,30,RPW S.A. SCFI,06249129,3.21,46.06
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,31,BRB - BCO DE BRASILIA S.A.,00000208,3.29,47.38
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,32,BCO DAYCOVAL S.A,62232889,3.41,49.55
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,33,BCO DO ESTADO DO RS S.A.,92702067,3.44,49.99
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,34,BARU SCFI S/A,42723848,3.47,50.56
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,35,BCO HONDA S.A.,03634220,3.53,51.6
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,36,BANCO BTG PACTUAL S.A.,30306294,3.74,55.36
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,37,BCO C6 S.A.,31872495,3.93,58.82
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,38,BCO RENDIMENTO S.A.,68900810,4.04,60.85
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,39,BCO DO EST. DO PA S.A.,04913711,4.07,61.37
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,40,SCFI EFÍ S.A.,37229413,4.5,69.57
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,41,BCO BANESTES S.A.,28127603,5.3,85.77
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,42,BCO SOFISA S.A.,60889128,5.4,87.89
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,43,NU FINANCEIRA S.A. CFI,30680829,5.78,96.36
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,44,ASA SCFI S.A.,48703388,6.75,119.08
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,45,BCO AFINZ S.A. - BM,04814563,8.3,160.41
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,46,MERCADO CRÉDITO SCFI S.A.,37679449,10.34,225.8
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,47,COBUCCIO S.A. SCFI,36947229,10.87,244.8
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,48,PICPAY BANK - BANCO MÚLTIPLO S.A,09516419,11.73,278.52
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Prefixado,49,CLOUDWALK FINANCEIRA S.A. CFI,05503849,12.32,303.09
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,1,STONE CFI S.A.,53505601,0.48,5.88
