InicioPeriodo,FimPeriodo,codigoSegmento,Segmento,codigoModalidade,Modalidade,Posicao,InstituicaoFinanceira,cnpj8,TaxaJurosAoMes,TaxaJurosAoAno
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,2,DEUTSCHE BANK S.A.BCO ALEMAO,62331228,1.1,14.01
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,3,BCO VOTORANTIM S.A.,59588111,1.17,15.03
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,4,BCO CITIBANK S.A.,33479023,1.18,15.09
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,5,BCO SANTANDER (BRASIL) S.A.,90400888,1.24,15.92
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,6,BCO LUSO BRASILEIRO S.A.,59118133,1.24,15.93
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,7,ITAÚ UNIBANCO S.A.,60701190,1.34,17.38
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,8,CAIXA ECONOMICA FEDERAL,00360305,1.57,20.5
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,9,BCO SOFISA S.A.,60889128,1.58,20.67
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,10,BANCO GENIAL,45246410,1.62,21.28
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,11,BANCO INTER,00416968,1.69,22.24
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,12,BCO XP S.A.,33264668,1.73,22.81
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,13,BCO ABC BRASIL S.A.,28195667,1.76,23.22
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,14,BCO DAYCOVAL S.A,62232889,2.0,26.82
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,15,BCO DO ESTADO DO RS S.A.,92702067,2.01,26.98
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,16,BCO DO BRASIL S.A.,00000000,2.03,27.22
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,17,BCO BS2 S.A.,71027866,2.07,27.92
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,18,BANCO SEMEAR,00795423,2.58,35.8
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,1,STONE CFI S.A.,53505601,0.01,0.11
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,2,BCO MERCANTIL DO BRASIL S.A.,17184037,0.9,11.32
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,3,BANCO SICOOB S.A.,02038232,1.24,15.87
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,4,BCO GM S.A.,59274605,1.33,17.12
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,5,BCO DO NORDESTE DO BRASIL S.A.,07237373,1.44,18.76
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,6,BCO XP S.A.,33264668,1.47,19.15
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,7,NOVO BCO CONTINENTAL S.A. - BM,74828799,1.52,19.89
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,8,MULTIPLIKE FINANCEIRA S.A. SCFI,62448932,1.54,20.17
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,9,BCO ABC BRASIL S.A.,28195667,1.67,22.04
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,10,VIA CERTA FINANCIADORA S.A. - CFI,05192316,1.69,22.32
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,11,BCO SOFISA S.A.,60889128,1.75,23.1
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,12,CAIXA ECONOMICA FEDERAL,00360305,1.76,23.35
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,13,BCO DES. DE MG S.A.,38486817,1.77,23.4
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,14,BCO DO BRASIL S.A.,00000000,1.83,24.28
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,15,BCO DAYCOVAL S.A,62232889,1.91,25.52
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,16,BCO C6 S.A.,31872495,1.94,25.88
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,17,BCO SANTANDER (BRASIL) S.A.,90400888,1.96,26.28
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,18,BCO SENFF S.A.,11970623,1.98,26.6
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,19,ITAÚ UNIBANCO S.A.,60701190,2.0,26.87
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,20,BANCO TOPÁZIO S.A.,07679404,2.02,27.05
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,21,BCO INDUSTRIAL DO BRASIL S.A.,31895683,2.02,27.06
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,22,OMNI BANCO S.A.,60850229,2.07,27.89
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,23,PORTOSEG S.A. CFI,04862600,2.1,28.37
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,24,CARUANA SCFI,09313766,2.14,28.94
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,25,BARU SCFI S/A,42723848,2.18,29.48
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,26,BCO TRIANGULO S.A.,17351180,2.29,31.14
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,27,BANCO INTER,00416968,2.3,31.43
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,28,BCO BRADESCO S.A.,60746948,2.36,32.36
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,29,BCO VOTORANTIM S.A.,59588111,2.42,33.26
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,30,BRB - BCO DE BRASILIA S.A.,00000208,2.61,36.27
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,31,BCO DA AMAZONIA S.A.,04902979,2.71,37.79
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,32,BCO BS2 S.A.,71027866,2.71,37.8
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,33,GAZINCRED S.A. SCFI,11760553,2.71,37.86
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,34,BCO DO EST. DE SE S.A.,13009717,2.72,38.01
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,35,RPW S.A. SCFI,06249129,2.73,38.08
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,36,BCO BANESTES S.A.,28127603,2.78,38.95
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,37,MERCADO CRÉDITO SCFI S.A.,37679449,3.09,44.1
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,38,BCO DO ESTADO DO RS S.A.,92702067,3.18,45.6
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,39,CORA SCFI,37880206,3.34,48.32
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,40,OMNI SA CFI,92228410,3.67,54.15
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,41,BCO RENDIMENTO S.A.,68900810,3.68,54.29
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,42,BCO RNX S.A.,80271455,3.69,54.46
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,43,BANCO BTG PACTUAL S.A.,30306294,3.82,56.83
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,44,BCO DO EST. DO PA S.A.,04913711,3.99,59.92
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,45,SCFI EFÍ S.A.,37229413,4.03,60.56
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,46,BCO SAFRA S.A.,58160789,4.46,68.88
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,47,NU FINANCEIRA S.A. CFI,30680829,4.78,75.12
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,48,PICPAY BANK - BANCO MÚLTIPLO S.A,09516419,5.77,96.01
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,49,COBUCCIO S.A. SCFI,36947229,6.15,104.77
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Prefixado,50,CLOUDWALK FINANCEIRA S.A. CFI,05503849,6.67,116.97
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,1,BANCO INTER,00416968,0.45,5.51
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,2,BCO LUSO BRASILEIRO S.A.,59118133,1.18,15.08
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,3,ITAÚ UNIBANCO S.A.,60701190,1.22,15.67
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,4,BANCO SICOOB S.A.,02038232,1.28,16.46
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,5,BCO DO ESTADO DO RS S.A.,92702067,1.36,17.64
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,6,BCO XP S.A.,33264668,1.41,18.3
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,7,BCO SANTANDER (BRASIL) S.A.,90400888,1.41,18.33
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,8,CAIXA ECONOMICA FEDERAL,00360305,1.51,19.68
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,9,BCO BRADESCO S.A.,60746948,1.54,20.15
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,10,BCO DO BRASIL S.A.,00000000,1.56,20.46
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,11,BCO ABC BRASIL S.A.,28195667,1.63,21.34
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,12,BCO DES. DE MG S.A.,38486817,1.65,21.77
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,13,BCO BANESTES S.A.,28127603,1.68,22.18
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,14,BCO BS2 S.A.,71027866,1.87,24.97
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,15,BCO DA AMAZONIA S.A.,04902979,2.16,29.18
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,16,BCO FIBRA S.A.,58616418,2.37,32.4
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,17,BCO DAYCOVAL S.A,62232889,2.47,33.94
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,1,BCO CITIBANK S.A.,33479023,2.16,29.21
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,2,BANCO ORIGINAL,92894922,3.41,49.5
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,3,BCO XP S.A.,33264668,4.09,61.78
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,4,BOFA MERRILL LYNCH BM S.A.,62073200,4.71,73.78
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,5,BCO PINE S.A.,62144175,5.37,87.37
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,6,BCO BMG S.A.,61186680,7.46,137.08
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,7,BCO DO EST. DE SE S.A.,13009717,7.51,138.44
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,8,BCO DO NORDESTE DO BRASIL S.A.,07237373,7.89,148.68
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,9,BCO MERCANTIL DO BRASIL S.A.,17184037,7.89,148.71
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,10,BCO BANESTES S.A.,28127603,7.96,150.66
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,11,BCO DA AMAZONIA S.A.,04902979,8.22,158.02
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,12,BRB - BCO DE BRASILIA S.A.,00000208,8.72,172.82
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,13,BCO ABC BRASIL S.A.,28195667,8.87,177.21
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,14,BCO RENDIMENTO S.A.,68900810,9.33,191.57
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,15,BCO DAYCOVAL S.A,62232889,10.72,239.5
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,16,BCO FIBRA S.A.,58616418,10.78,241.51
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,17,BCO SAFRA S.A.,58160789,11.72,278.13
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,18,BCO DO EST. DO PA S.A.,04913711,11.89,285.08
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,19,BCO PAULISTA S.A.,61820817,13.66,364.82
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,20,BCO BS2 S.A.,71027866,13.9,376.57
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,21,BCO SOFISA S.A.,60889128,14.05,384.33
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,22,BANCO INTER,00416968,14.14,389.1
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,23,BCO DO BRASIL S.A.,00000000,14.54,410.15
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,24,BCO C6 S.A.,31872495,14.8,423.81
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,25,BCO DO ESTADO DO RS S.A.,92702067,15.0,435.13
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,26,CAIXA ECONOMICA FEDERAL,00360305,15.06,438.48
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,27,BANCO BTG PACTUAL S.A.,30306294,15.23,448.12
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,28,BCO BRADESCO S.A.,60746948,15.82,482.72
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,29,ITAÚ UNIBANCO S.A.,60701190,15.87,485.89
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Cheque especial - Prefixado,30,BCO SANTANDER (BRASIL) S.A.,90400888,16.18,504.81
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,1,DEUTSCHE BANK S.A.BCO ALEMAO,62331228,1.3,16.72
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,2,BANCO PAN,59285411,1.74,22.92
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,3,BCO BMG S.A.,61186680,2.03,27.21
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,4,BCO DO BRASIL S.A.,00000000,2.14,28.94
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,5,BANCO JOHN DEERE S.A.,91884981,2.31,31.6
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,6,BRB - BCO DE BRASILIA S.A.,00000208,2.47,34.01
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,7,BANCO SEMEAR,00795423,2.5,34.53
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,8,BCO BANESTES S.A.,28127603,2.65,36.92
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,9,BCO DO ESTADO DO RS S.A.,92702067,2.78,38.98
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,10,BCO BS2 S.A.,71027866,2.84,39.94
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,11,BCO SANTANDER (BRASIL) S.A.,90400888,2.86,40.31
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,12,BCO MERCANTIL DO BRASIL S.A.,17184037,2.95,41.8
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,13,BCO GUANABARA S.A.,31880826,3.12,44.49
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,14,OMNI BANCO S.A.,60850229,3.3,47.6
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,15,BCO DO EST. DE SE S.A.,13009717,3.8,56.49
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,16,BANCO TOPÁZIO S.A.,07679404,3.89,58.1
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,17,BCO FIBRA S.A.,58616418,3.98,59.65
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,18,ITAÚ UNIBANCO S.A.,60701190,4.12,62.28
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,19,BCO BRADESCO S.A.,60746948,4.94,78.32
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,20,BCO TRIANGULO S.A.,17351180,5.74,95.43
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,21,BCO RENDIMENTO S.A.,68900810,5.9,98.94
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,22,BCO DAYCOVAL S.A,62232889,6.72,118.28
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,23,BCO AFINZ S.A. - BM,04814563,7.05,126.52
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,24,BCO PINE S.A.,62144175,7.47,137.28
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,25,BCO SAFRA S.A.,58160789,8.71,172.27
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,26,BCO LUSO BRASILEIRO S.A.,59118133,12.18,297.38
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,27,BCO SOFISA S.A.,60889128,13.93,378.44
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Prefixado,28,BCO C6 S.A.,31872495,14.75,421.0
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,1,BCO J.P. MORGAN S.A.,33172537,1.58,20.62
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,2,BCO SAFRA S.A.,58160789,1.58,20.67
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,3,OMNI BANCO S.A.,60850229,1.65,21.67
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,4,CAIXA ECONOMICA FEDERAL,00360305,1.68,22.08
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,5,BCO DO ESTADO DO RS S.A.,92702067,1.7,22.35
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,6,BOFA MERRILL LYNCH BM S.A.,62073200,1.73,22.81
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,7,BCO CITIBANK S.A.,33479023,1.75,23.21
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,8,BCO SANTANDER (BRASIL) S.A.,90400888,1.77,23.39
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,9,BCO DAYCOVAL S.A,62232889,1.81,24.04
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,10,OURIBANK S.A.,78632767,1.9,25.38
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,11,BCO ABC BRASIL S.A.,28195667,2.01,26.92
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,12,BCO SOFISA S.A.,60889128,2.01,27.02
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,13,BCO BANESTES S.A.,28127603,2.02,27.07
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,14,BCO GUANABARA S.A.,31880826,2.04,27.41
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,15,ITAÚ UNIBANCO S.A.,60701190,2.08,27.95
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,16,BCO BRADESCO S.A.,60746948,2.23,30.33
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,17,BCO DO BRASIL S.A.,00000000,2.27,30.87
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,18,BCO LUSO BRASILEIRO S.A.,59118133,2.41,33.01
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,19,BCO FIBRA S.A.,58616418,2.53,34.91
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,20,BCO RIBEIRAO PRETO S.A.,00517645,2.54,35.1
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,21,BCO TRIANGULO S.A.,17351180,2.75,38.43
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Conta garantida - Pós-fixado referenciado em juros flutuantes,22,BCO MERCANTIL DO BRASIL S.A.,17184037,3.3,47.56
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de cheques - Prefixado,1,BCO BRADESCO S.A.,60746948,2.11,28.4
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de cheques - Prefixado,2,BCO SANTANDER (BRASIL) S.A.,90400888,2.18,29.52
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de cheques - Prefixado,3,CAIXA ECONOMICA FEDERAL,00360305,3.62,53.22
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de cheques - Prefixado,4,BCO DO BRASIL S.A.,00000000,3.68,54.22
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de cheques - Prefixado,5,BCO BANESTES S.A.,28127603,4.11,62.07
